X,Y,FID,FEATURE_ID,ESITE,CODE,NAME,ABB_NAME,ADDRESS,ZIPCODE,CITY,PHONE,SEAT_CAP,RISK,RECORD_ID,FACILITY_N,CHAIN_NAME,CHAIN_ESTA,SITE_ADDRE,NEAR_FID,NEAR_DIST
-122.332011940238843,47.605969989354179,523,350617,0000000,350,Bartell Drugs  #61,Bartell Drugs  #61,900 4TH AVE,98104,Seattle,(206) 763-2626,Seating 0-12,I, , , , ," 
",223,1891.54381326
-122.376643000546494,47.668920999188408,524,350618,0000000,350,Bartell Drugs #02,Bartell Drugs #2,1500 NW MARKET ST #101,98107,Seattle,(206) 767-1182,Seating 0-12,II, , , , ," 
",-1,-1
-122.337021219449269,47.61249754909138,525,350620,0000000,350,Bartell Drugs #1,Bartell Drugs #1,1628 5TH AVE,98101,Seattle, ,Grocery,I, , , , ," 
",-1,-1
-122.385218639862757,47.560941629508243,526,350622,0000000,350,Bartell Drugs #16,Bartell Drugs #16,4706 42ND AVE SW,98116,Seattle, ,Grocery,I, , , , ," 
",-1,-1
-122.315901389540343,47.675004559418205,527,350628,0000000,350,Bartell Drugs #24,Bartell Drugs #24,6401 12TH AVE NE,98115,Seattle,(206) 763-2626,Grocery,I, , , , ," 
",-1,-1
-122.330096660667834,47.622775329168583,528,351276,0000000,350,Caffe Torino,Caffe Torino,422 YALE AVE N,98109,Seattle,(206) 369-6425,Seating 0-12,III, , , , ," 
",135,1972.20416529
-122.332421609639468,47.599575659162632,529,351277,0000000,350,Caffe Umbria,Caffe Umbria,320 OCCIDENTAL AVE S,98104,Seattle,(206) 624-5847,Seating 13-50,II, , , , ," 
",223,3525.2401231
-122.329539170431985,47.601102339073989,530,351279,0000000,350,Caffe Vita Coffee Roasting,Caffe Vita Coffee Roasting,125 PREFONTAINE PL S,98104,Seattle,(206) 931-4000,Seating 13-50,III, , , , ," 
",223,2692.61923563
-122.355096169694548,47.682713709418373,531,351280,0000000,350,Caffe Vita Coffee Roasting Company,Caffe Vita,7402 GREENWOOD AVE N,98103,Seattle,(206) 709-4440,Seating 13-50,II, , , , ," 
",-1,-1
-122.35426468064955,47.624402309174208,532,351281,0000000,350,Caffe Zingaro,Caffe Zingaro,127 MERCER ST,98109,Seattle, ,Seating 13-50,III, , , , ," 
",-1,-1
-122.337297810387156,47.611888769215618,533,351282,0000000,350,Cajun & Grill Of Westlake Center,Cajun & Grill Of Westlake Center,400 PINE ST,98101,Seattle, ,Seating 0-12,III, , , , ," 
",-1,-1
-122.283114980454172,47.539313138894116,534,351283,0000000,350,Cajun Crawfish,Cajun Crawfish,6951 M L KING JR WAY S #103,98118,Seattle, ,Seating 13-50,III, , , , ," 
",-1,-1
-122.325360020565341,47.597647839231655,535,351284,0000000,350,Cake House,Cake House Llc,620 S WELLER ST,98104,Seattle,(206) 223-2766,Seating 0-12,II, , , , ," 
",176,2723.20641134
-122.295808000320974,47.57764899940252,536,351285,0000000,350,Cake Noir,Cake Noir,2822 M L KING JR WAY S,98144,Seattle,(206) 321-7297,Catering Operation,II, , , , ," 
",-1,-1
-122.325821580188247,47.545637409428842,537,351287,0000000,350,Cakes Of Paradise,Cakes Of Paradise,6322 6TH AVE S,98108,Seattle,(206) 763-6799,Bakery,II, , , , ," 
",-1,-1
-122.324604769745818,47.708438228831945,538,351292,0000000,350,California Pizza Kitchen,California Pizza Kitchen,401 NE NORTHGATE WAY NE,98125,Seattle, ,Seating 151-250,III,PR0067419,CALIFORNIA PIZZA KITCHEN,CALIFORNIA PIZZA KITCHEN,Y,"401 NE NORTHGATE WAY NE
",-1,-1
-122.322902200533022,47.540343669433256,539,351295,0000000,350,Calozzi'S,Calozzi'S,7016 E MARGINAL WAY S,98108,Seattle,(425) 221-5116,Seating 0-12,III, , , , ," 
",-1,-1
-122.341373630200678,47.609829919072851,540,351311,0000000,350,Campagne,Campagne,86 PINE ST,98101,Seattle,(206) 448-7562,Seating 151-250,III, , , , ," 
",-1,-1
-122.29851299994786,47.592187898947991,541,351313,0000000,350,Campfire,Campfire,2608 S JUDKINS ST,98144,Seattle, ,Catering Operation,III, , , , ," 
",-1,-1
-122.307543359522469,47.662162319242633,542,351314,0000000,350,Campus Christian Ministry,Campus Christian Ministry,4525 19TH AVE NE,98105,Seattle,(206) 524-7900,Non-Profit Institution,III, , , , ," 
",-1,-1
-122.317484729952639,47.657079479152145,543,351315,0000000,350,Campus Corner Cafe,Campus Corner Cafe,4100 ROOSEVELT WAY NE #B,98105,Seattle, ,Seating 0-12,III, , , , ," 
",-1,-1
-122.340364559936717,47.608888258980585,544,351318,0000000,350,Can Can,Can Can,94 PIKE ST,98101,Seattle,(206) 621-8555,Seating 13-50,III, , , , ," 
",-1,-1
-122.316476320043222,47.611269188914996,545,351320,0000000,350,Canon Whisky & Bitters Emporium,Canon Whisky & Bitters Emporium,928 12TH AVE,98122,Seattle,(206) 783-0359,Seating 13-50,III, , , , ," 
",646,273.121244301
-122.312421199568405,47.624195688761588,546,351322,0000000,350,Canterbury Ale House,Canterbury Ale House,534 15TH AVE E,98112,Seattle,(206) 724-2023,Seating 51-150,III, , , , ," 
",151,1124.01571524
-122.341789480160301,47.610205078653053,547,351323,0000000,350,Cantina De San Patricios,Cantina De San Patricios,1914 POST ALY,98101,Seattle, ,Seating 13-50,III, , , , ," 
",-1,-1
-122.336558799698921,47.651255618870593,548,351325,0000000,350,Cantinetta,Cantinetta,3650 WALLINGFORD AVE N,98103,Seattle,(206) 632-1000,Seating 13-50,III, , , , ," 
",-1,-1
-122.316998009359409,47.598058798679304,549,351326,0000000,350,Canton Noodle House,Canton Noodle House,506 12TH AVE S,98144,Seattle,(206) 329-5650,Seating 13-50,III, , , , ," 
",176,1176.58039464
-122.325913889417478,47.597664668621881,550,351327,0000000,350,Canton Wonton House,Canton Wonton House,608 S WELLER ST,98104,Seattle, ,Seating 13-50,III, , , , ," 
",176,2841.91617972
-122.335380520072931,47.608255658908504,551,351329,0000000,350,"Capital Grille; The  #8030","Capital Grille; The  #8030",1301 4TH AVE,98101,Seattle,(770) 901-6657,Seating 151-250,III, , , , ," 
",223,2613.04111613
-122.321260310656243,47.614249028938779,552,351330,0000000,350,Capitol Cider,Capitol Cider,818 E Pike ST,98122,Seattle,(206) 718-3739,Seating 51-150,III, , , , ," 
",258,918.976376879
-122.317222869893129,47.605857528892912,553,351331,0000000,350,Capitol Hill Arco,Capitol Hill Chevron,427 12TH AVE,98122,Seattle,(206) 324-5605,Seating 0-12,III, , , , ," 
",193,1064.09637155
-122.324373889808456,47.61919749866388,554,351333,0000000,350,Captain Blacks,Captain Blacks,129 BELMONT AVE E,98102,Seattle, ,Seating 51-150,III, , , , ," 
",258,1157.8958852
-122.323188190143384,47.572853068980955,555,351336,0000000,350,Caravan Crepes @,Caravan Crepes (Kc174),3429 AIRPORT WAY S,98134,Seattle,(206) 792-6779,Mobile Food Service,III, , , , ," 
",-1,-1
-122.321488770492778,47.544207759270691,556,351342,0000000,350,Carleton Grocery,Carleton Grocery,6601 CARLETON AVE S,98108,Seattle, ,Grocery,I, , , , ," 
",-1,-1
-122.314407950117683,47.599764048621701,557,351348,0000000,350,Carniceria Azteca,Carniceria Azteca,1265 S MAIN ST,98144,Seattle,(206) 363-7080,Meat/Sea Food,III, , , , ," 
",176,584.00815489
-122.319767750497434,47.675685199006409,558,351359,0000000,350,Casa Patron,Casa Patron,805 NE 65TH ST,98115,Seattle,(206) 923-7680,Seating 51-150,III, , , , ," 
",-1,-1
-122.327929649737229,47.586695319279208,559,351374,0000000,350,Cash & Carry #551,Cash & Carry #551,1760 4TH AVE S,98134,Seattle, ,Grocery,II, , , , ," 
",-1,-1
-122.305824870097879,47.586051338909037,560,351377,0000000,350,Cash & Carry #583,Cash & Carry #583,1901 21ST AVE S,98144,Seattle, ,Grocery,II, , , , ," 
",-1,-1
-122.339128279359372,47.625995699132623,561,351381,0000000,350,Cask & Trotter,Cask & Trotter,711 WESTLAKE AVE N,98109,Seattle,(206) 453-4756,Seating 51-150,III, , , , ," 
",-1,-1
-122.412784400421813,47.578225378727559,562,351384,0000000,350,Cassis,Cassis,2820 ALKI AVE SW #2,98116,Seattle,(206) 743-8531,Seating 13-50,III, , , , ," 
",-1,-1
-122.331678019481274,47.611773739129681,563,351389,0000000,350,Caterer,Aramark  @ Convention Place,800 CONVENTION PL,98101,Seattle,(206) 694-5088,Catering Operation,III, , , , ," 
",686,1532.82718564
-122.375978889795505,47.648667498688994,564,351391,0000000,350,Catering By Phyllis,Catering By Phyllis,3204 15TH AVE W,98119,Seattle,(206) 283-0480,Catering Operation,III, , , , ," 
",-1,-1
-122.296467710245949,47.60814422888236,565,351393,0000000,350,Catfish Corner,Catfish Corner,2726 E CHERRY ST,98122,Seattle,(206) 323-4330,Seating 13-50,III, , , , ," 
",503,885.007485938
-122.400395579940437,47.642777669304948,566,351394,0000000,350,Catherine Blaine Elementary,Catherine Blaine Elementary,2550 34TH AVE W,98199,Seattle, ,School Kitchen, , , , , ," 
",-1,-1
-122.34418089046369,47.63650984898409,567,351395,0000000,350,Catholic Comm Serv-Aloha,Catholic Comm Serv-Aloha,1911 AURORA AVE N,98109,Seattle,(206) 443-9935,Non-Profit Institution,III, , , , ," 
",-1,-1
-122.323183010256798,47.619411389363897,568,351399,0000000,350,"Ccattle'S; Llc","Ccattle'S; Llc",1701 E OLIVE WAY,98102,Seattle,(206) 200-0132,Seating 151-250,III, , , , ," 
",258,1064.75916634
-122.313384559915065,47.659687299070228,569,351400,0000000,350,Cedar'S Restaurant,Cedar'S Restaurant,1319 NE 43RD ST,98105,Seattle,(206) 632-7708,Seating 13-50,III, , , , ," 
",-1,-1
-122.314502580447126,47.664760188903635,570,351421,0000000,350,Cedars On Brooklyn,Cedars Brooklyn Deli,4759 BROOKLYN AVE NE,98105,Seattle,(425) 301-3141,Seating 51-150,III, , , , ," 
",-1,-1
-122.339933719478196,47.60478741886142,571,351425,0000000,350,Celebrations,Argosy,1101 ALASKAN WAY 201,98101,Seattle,(206) 623-1445,Seating 51-150,I, , , , ," 
",-1,-1
-122.362815139427155,47.676145009397146,572,351426,0000000,350,Celesto Espresso @ 1010 Valley St Seattle 98109,Celesto Espresso (Kc239),500 NW 65TH ST,98117,Seattle,(206) 661-4458,Mobile Food Service,I, , , , ," 
",-1,-1
-122.410907059349213,47.578876018673135,573,351428,0000000,350,Celtic Swell,Celtic Swell,2722 ALKI AVE SW,98116,Seattle, ,Seating 51-150,III, , , , ," 
",-1,-1
-122.293297289449612,47.597490309493459,574,351432,0000000,350,Central Area Senior Nutrition,Central Area Senior Nutrition,500 30TH AVE S,98144,Seattle, ,Seating 13-50,III, , , , ," 
",622,1721.96936992
-122.302776039525014,47.602294618979762,575,351433,0000000,350,Central Area Youth Association,Central Area Youth Association,119 23RD AVE,98122,Seattle,(206) 322-6640,Non-Profit Institution,III, , , , ," 
",285,1060.20210635
-122.305289459751876,47.613183978803342,576,351435,0000000,350,Central Cinema,Central Cinema,1411 21ST AVE,98122,Seattle, ,Seating 13-50,III, , , , ," 
",208,988.262916782
-122.310978550196168,47.615538068626236,577,351437,0000000,350,Central Co-Op - Deli,Central Co-Op,1600 E MADISON ST,98122,Seattle, ,Seating 0-12,III, , , , ," 
",568,776.838189616
-122.311008040394,47.615493409051439,578,351438,0000000,350,Central Coop,Central Coop- Madison Market,1600 E MADISON ST,98122,Seattle, ,Grocery,I, , , , ," 
",568,784.353126702
-122.294773220630006,47.599052398929679,579,351441,0000000,350,Central Pizza,Central Pizza,2901 S JACKSON ST,98144,Seattle,(206) 280-9705,Seating 51-150,III, , , , ," 
",622,1330.98591536
-122.33457829046462,47.600587379333625,580,351442,0000000,350,"Central Saloon ; The","Central Saloon;  The",207 1ST AVE S,98104,Seattle, ,Seating 51-150,III, , , , ," 
",223,3555.4575269
-122.353354489851839,47.621119639231686,581,351445,0000000,350,"Ceres Roasting Company; Llc (Kc185)","Ceres Roasting Company; Llc (Kc185)",305 HARRISON ST,98109,Seattle,(206) 619-0499,Mobile Food Service,I, , , , ," 
",-1,-1
-122.319254760363066,47.61392202908727,582,351449,0000000,350,Cha Cha Lounge,Cha Cha Lounge,1013 E Pike ST,98122,Seattle,(206) 322-0703,Seating 51-150,III, , , , ," 
",631,841.452555472
-122.315565809878166,47.664742309314846,583,351453,0000000,350,Chaco Canyon Organic Cafe,Chaco Canyon Organic Cafe,4757 12TH AVE NE,98105,Seattle,(206) 818-9778,Seating 13-50,III, , , , ," 
",-1,-1
-122.379816790193189,47.561334829059327,584,351454,0000000,350,Chaco Canyon Organic Cafe West,Chaco Canyon Organic Cafe West,3770 SW ALASKA ST,98126,Seattle,(206) 818-9778,Seating 51-150,III, , , , ," 
",-1,-1
-122.354866299611075,47.719926379377696,585,351455,0000000,350,Chada Thai Restaurant,Chada Thai Restaurant,308 N 125TH ST,98133,Seattle, ,Seating 13-50,III, , , , ," 
",-1,-1
-122.312868699337173,47.715435919133576,586,351456,0000000,350,Chaiyo Thai Restaurant,Chaiyo Thai Restaurant,11749 15TH AVE NE,98125,Seattle,(206) 361-8888,Seating 13-50,III, , , , ," 
",-1,-1
-122.339933719478196,47.60478741886142,587,351459,0000000,350,Champagne Lady,Argosy,1101 ALASKAN WAY 201,98101,Seattle,(206) 623-1445,Seating 51-150,I, , , , ," 
",-1,-1
-122.361533649607452,47.571943738962652,588,351495,0000000,350,Chelan Restaurant,Chelan Restaurant,3527 CHELAN AVE SW,98106,Seattle,(206) 932-7383,Seating 51-150,III, , , , ," 
",-1,-1
-122.348774490236934,47.66479237914168,589,351496,0000000,350,Chelsea Station Inn B & B,Chelsea Station Inn B & B,4915 LINDEN AVE N,98103,Seattle,(206) 650-8451,Bed and Breakfast,I, , , , ," 
",-1,-1
-122.36503731999295,47.624422329471678,590,351498,0000000,350,Chen'S Village,Chen'S Village,544 ELLIOTT AVE W,98119,Seattle,(206) 281-8838,Seating 51-150,III, , , , ," 
",-1,-1
-122.336553000595941,47.612604998884649,591,351501,0000000,350,Cherry St Coffee House,Cherry St Coffee House,509 OLIVE WAY,98101,Seattle,(206) 295-6626,Seating 13-50,III, , , , ," 
",-1,-1
-122.332577099685281,47.604359739323563,592,351502,0000000,350,Cherry Street Cafe,Cherry Street Cafe,808 3RD AVE 190,98104,Seattle,(206) 441-7176,Seating 0-12,III, , , , ," 
",223,2281.02353556
-122.351401770268708,47.615952759197882,593,351503,0000000,350,"Cherry Street Cafe; Llc","Cherry Street Cafe; Llc",2719 1ST AVE,98121,Seattle, ,Seating 13-50,III, , , , ," 
",-1,-1
-122.344774890475989,47.612184379101706,594,351504,0000000,350,Cherry Street Cofee House - Belltown,Cherry Street Coffee House,2121 1ST AVE,98121,Seattle,(206) 728-9697,Seating 13-50,III, , , , ," 
",-1,-1
-122.316107870481503,47.607873188702918,595,351505,0000000,350,Cherry Street Coffee House,Cherry Street Coffee House,1223 E CHERRY ST,98122,Seattle,(206) 295-6626,Seating 51-150,III, , , , ," 
",193,672.989234054
-122.333831999728616,47.597607999329128,596,351506,0000000,350,Cherry Street Coffeehouse,Cherry Street Coffee,528 1ST AVE S,98104,Seattle,(206) 295-6626,Seating 13-50,III, , , , ," 
",223,4318.94770003
-122.333781149339146,47.60252634877515,597,351507,0000000,350,Cherry Street Espresso,Cherry Street Espresso,103 CHERRY ST,98104,Seattle, ,Seating 13-50,III, , , , ," 
",223,2921.22418454
-122.333367690097162,47.604591359135235,598,351508,0000000,350,Cherry Street Kitchen,Cherry Street Kitchen,823 3RD AVE #108,98104,Seattle, ,Seating 0-12,III, , , , ," 
",223,2405.39273169
-122.337609950203969,47.606514318802766,599,351509,0000000,350,"Cherry Street Museum; Llc","Cherry Street Museum; Llc",1212 1ST AVE,98101,Seattle,(206) 622-3363,Seating 13-50,III, , , , ," 
",-1,-1
-122.375061210594424,47.694524678701917,600,351518,0000000,350,Chevron #207721,Chevron #207721,9000 HOLMAN RD NW,98117,Seattle, ,Seating 0-12,I, , , , ," 
",-1,-1
-122.334583510059574,47.549698738855589,601,351538,0000000,350,Chevron Stations #1113,Chevron Station #1113,5940 E MARGINAL WAY S,98134,Seattle, ,Seating 0-12,III, , , , ," 
",-1,-1
-122.329880710299818,47.605007369196741,602,351541,0000000,350,Chew  Chew'S,Chew  Chew'S,700 5TH AVE,98104,Seattle,(206) 223-0820,Seating 13-50,III, , , , ," 
",223,1602.51906269
-122.308678950629925,47.662788209052508,603,351543,0000000,350,Chi Omega,Chi Omega,4549 18TH AVE NE,98105,Seattle,(206) 524-1903,Seating 51-150,III, , , , ," 
",-1,-1
-122.304210379752206,47.662016799494971,604,351544,0000000,350,Chi Psi,Chi Psi,4600 22ND AVE NE,98105,Seattle,(206) 985-1514,Seating 13-50,III, , , , ," 
",-1,-1
-122.314329180042236,47.686374169201464,605,351545,0000000,350,Chiang'S Gourmet Restaurant,Chiang'S Gourmet Restaurant,7845 LAKE CITY WAY NE,98115,Seattle,(206) 427-6310,Seating 51-150,III, , , , ," 
",-1,-1
-122.329498929534196,47.575281608816233,606,351548,0000000,350,Chick'N Fix (Kc258) @ 206-914-0610,Chick'N Fix (Kc258),3201 4TH AVE S,98134,Seattle,(425) 218-6751,Mobile Food Service,III, , , , ," 
",-1,-1
-122.345148449630301,47.707729838990694,607,351549,0000000,350,Chickalatte Beautiful Coffee,Chickalatte Beautiful Coffee,10735 AURORA AVE N,98133,Seattle,(206) 313-0641,Seating 0-12,I, , , , ," 
",-1,-1
-122.34072295061749,47.608598669142609,608,351550,0000000,350,Chicken Valley Farm Store,Chicken Valley Llc,1507 PIKE PL,98101,Seattle,(206) 624-2774,Seating 0-12,III, , , , ," 
",-1,-1
-122.326910999592712,47.625422998808823,609,351551,0000000,350,Chico Madrid,Barjot,711 BELLEVUE AVE E,98102,Seattle,(206) 300-9609,Seating 13-50,II, , , , ," 
",135,957.56884786
-122.36615475037641,47.52863202947897,610,351553,0000000,350,Chief Sealth Hs - Concession Stand C121,Chief Sealth High School,2600 SW THISTLE ST,98126,Seattle,(206) 933-5300,Non-Profit Institution,III, , , , ," 
",-1,-1
-122.366190800148345,47.528891959488107,611,351554,0000000,350,Chief Sealth Hs/ Denny Ms/ Main Kitchen,Chief Sealth High School,2600 SW THISTLE ST,98126,Seattle,(206) 252-0604,School Kitchen, , , , , ," 
",-1,-1
-122.316430509507157,47.610722018863626,612,351555,0000000,350,"Chieftan; The","Chieftan; The",908 12TH AVE,98122,Seattle,(206) 601-0456,Seating 51-150,III, , , , ," 
",646,169.443617659
-122.339466580457582,47.661161119147089,613,351557,0000000,350,Chile-Pepper,Chile-Pepper,1427 N 45TH ST,98103,Seattle,(206) 545-1790,Seating 13-50,III, , , , ," 
",-1,-1
-122.312805370043307,47.665079839305051,614,351558,0000000,350,Chili'S Deli,Chili'S Deli,5002 UNIVERSITY WAY NE,98105,Seattle,(206) 412-0874,Seating 13-50,III, , , , ," 
",-1,-1
-122.347563839672517,47.614926899140784,615,351560,0000000,350,Chili & Sesame Korean Kitchen,Chili & Sesame Korean Kitchen,2421 2ND AVE,98121,Seattle,(206) 484-7866,Seating 13-50,III, , , , ," 
",-1,-1
-122.35677545052431,47.652503419279043,616,351561,0000000,350,Chillies Paste Restaurant,Chillies Paste Restaurant,119 N 36TH ST,98103,Seattle,(206) 633-1433,Seating 13-50,III, , , , ," 
",-1,-1
-122.345146399648513,47.702679768818186,617,351563,0000000,350,China Dragon Restaurant,China Dragon Restaurant,10119 AURORA AVE N,98133,Seattle,(206) 524-5525,Seating 51-150,III, , , , ," 
",-1,-1
-122.313508290151958,47.659442719406286,618,351564,0000000,350,China First,China First,4237 UNIVERSITY WAY NE,98105,Seattle,(206) 634-3553,Seating 51-150,III, , , , ," 
",-1,-1
-122.356022459781997,47.733557329014673,619,351565,0000000,350,China Gourmet,China Gourmet,14411 GREENWOOD AVE N,98133,Seattle,(206) 363-3866,Seating 13-50,III, , , , ," 
",-1,-1
-122.33987919942615,47.637336968906673,620,351566,0000000,350,China Harbor Restaurant,China Harbor Restaurant,2040 WESTLAKE AVE N,98109,Seattle,(206) 286-1688,Seating > 250,III, , , , ," 
",-1,-1
-122.312734370256891,47.579050409452947,621,351573,0000000,350,Chinatown Cafe #2 @ Hilltop Red Apple,Chinatown Cafe #12,2701 BEACON AVE S,98144,Seattle, ,Seating 0-12,III, , , , ," 
",-1,-1
-122.301890560628379,47.598919379122258,622,351574,0000000,350,Chinatown Cafe 15,"Chinatown Cafe; #15",2301 S JACKSON ST,98144,Seattle, ,Seating 0-12,III, , , , ," 
",280,658.978786188
-122.356340279630857,47.6385595492278,623,351576,0000000,350,Chinoise Cafe,Chinoise Cafe,12 BOSTON ST,98109,Seattle,(206) 284-6671,Seating 51-150,III, , , , ," 
",-1,-1
-122.380319030263138,47.655603829395041,624,351577,0000000,350,Chinook'S At Salmon Bay,Chinook'S At Salmon Bay,1734 W THURMAN ST,98119,Seattle,(206) 283-4665,Seating 51-150,III, , , , ," 
",-1,-1
-122.337715910621341,47.607362859444201,625,351581,0000000,350,Chip & Drew'S Express,Chip & Drew'S Express,1301 2ND AVE #1700,98101,Seattle,(206) 909-9973,Seating 51-150,III, , , , ," 
",-1,-1
-122.338157999500439,47.620312999247794,626,351583,0000000,350,Chipotle,Chipotle,212 WESTLAKE AVE N STE 101,98109,Seattle,(303) 222-5940,Seating 51-150,III, , , , ," 
",-1,-1
-122.313512600316756,47.659278239503635,627,351588,0000000,350,Chipotle Mexican Grill #578,Chipotle Mexican Grill,4229 UNIVERSITY WAY NE,98105,Seattle,(303) 595-4000,Seating 51-150,III,PR0055186,CHIPOTLE MEXICAN GRILL,CHIPOTLE MEXICAN GRILL,Y,"4231 UNIVERSITY WAY NE
",-1,-1
-122.336917530114675,47.610157259257846,628,351590,0000000,350,"Chipotle Mexican Grill; #1363","Chipotle Mexican Grill; #1363",1501 4th AVE Ste 114,98101,Seattle, ,Seating 51-150,III, , , , ," 
",-1,-1
-122.380106059653443,47.663569868858424,629,351591,0000000,350,Chippy'S,Chippy'S,4741 BALLARD AVE NW,98107,Seattle,(206) 588-0030,Seating 13-50,III, , , , ," 
",-1,-1
-122.392681200193408,47.550643039217704,630,351593,0000000,350,Chittenden House B & B,Chittenden House B & B,5649 47TH AVE SW,98136,Seattle, ,Bed and Breakfast,I, , , , ," 
",-1,-1
-122.289535570643835,47.660814839266592,631,351594,0000000,350,Chloe Bistrot,Chloe Bistrot,3515 NE 45TH ST,98105,Seattle,(206) 265-3124,Seating 13-50,III, , , , ," 
",-1,-1
-122.32685299977922,47.707300999075272,632,351597,0000000,350,Choco Amore,Choco Amore,401 NE NORTHGATE WAY #452,98125,Seattle,(253) 777-8557,Seating 0-12,II, , , , ," 
",-1,-1
-122.361002740111417,47.67578202910039,633,351598,0000000,350,Chocolat Vitale Inc,Chocolat Vitale Inc,6257 3RD AVE NW,98107,Seattle,(206) 372-4520,Seating 0-12,I, , , , ," 
",-1,-1
-122.342818489807684,47.610218538718691,634,351599,0000000,350,Chocolate & Ice Cream Delight,Chocolate & Ice Cream Delight,1918 PIKE PL,98101,Seattle,(206) 441-8877,Seating 13-50,II, , , , ," 
",-1,-1
-122.340644240560977,47.610145529087497,635,351600,0000000,350,Chocolate Box,Chocolate Box,106 PINE ST,98101,Seattle, ,Seating 13-50,I, , , , ," 
",-1,-1
-122.341930789673128,47.610153239111732,636,351602,0000000,350,Chocolate Market,Chocolate Market,1906 POST ALLEY ALY,98101,Seattle,(206) 484-4273,Seating 0-12,I, , , , ," 
",-1,-1
-122.336882189410787,47.661564329222628,637,351603,0000000,350,Chocolati Cafe,Chocolati Cafe,1716 N 45TH ST,98103,Seattle,(206) 293-2791,Seating 13-50,I, , , , ," 
",-1,-1
-122.332968220066803,47.606485259386311,638,351604,0000000,350,"Chocolati Cafe @ 1000 4Th Ave ; Seattle",Chocolati Cafe,1000 4TH AVE,98104,Seattle,(206) 267-7607,Mobile Food Service,I, , , , ," 
",223,2064.39731776
-122.357247449651865,47.6332126886754,639,351605,0000000,350,Chocolopolis,Chocolopolis,1527 QUEEN ANNE AVE N,98109,Seattle,(206) 356-2626,Seating 0-12,I, , , , ," 
",-1,-1
-122.362596120241889,47.702329158898635,640,351606,0000000,350,Choi'S Mongolian Grill,Choi'S Mongolian Grill,10023 HOLMAN RD NW,98177,Seattle,(425) 770-0190,Seating 13-50,III, , , , ," 
",-1,-1
-122.366430939924115,47.675768448946933,641,351607,0000000,350,Choice Deli & Grocery,Choice Deli & Grocery,6415 8TH AVE NW,98107,Seattle,(206) 789-0211,Seating 0-12,III, , , , ," 
",-1,-1
-122.314680900606277,47.613437158678231,642,351609,0000000,350,Chop Suey,Chop Suey,1325 E MADISON ST,98122,Seattle,(206) 860-0644,Seating 13-50,I, , , , ," 
",631,489.768633176
-122.324275460400074,47.619414558621457,643,351611,0000000,350,Chopsticks - Teriyaki & Sushi,Chopsticks - Teriyaki And Sushi,1631 E OLIVE WAY,98102,Seattle,(206) 726-0141,Seating 13-50,III, , , , ," 
",258,1204.88912815
-122.308101109626179,47.610172298617378,644,351613,0000000,350,Chopstix,Chopstix,1801 E MARION ST,98122,Seattle, ,Mobile Food Service,III, , , , ," 
",208,1203.69251481
-122.305839070461133,47.612701989078651,645,351623,0000000,350,Chuck'S Hop Shop,Chuck'S Hop Shop,2001 E UNION ST,98122,Seattle,(206) 552-9545,Seating 51-150,I, , , , ," 
",208,884.853029258
-122.317777090436763,47.598925019297091,646,351626,0000000,350,Chuminh Tofu & Tn Vegeterian Deli,Chuminh Tofu & Tn Vegeterian Deli,1043 S JACKSON ST #104,98104,Seattle,(206) 228-5449,Seating 13-50,III, , , , ," 
",176,970.446740922
-122.316675359770173,47.618584249301428,647,351628,0000000,350,Chungee'S Drink And Eat,Chungee'S Drink And Eat,1830 12TH AVE,98122,Seattle, ,Seating 13-50,III, , , , ," 
",632,571.634761701
-122.335718760507277,47.661125118809295,648,351632,0000000,350,Chutney'S Bistro,Chutney'S Bistro,1815 N 45TH ST #103,98103,Seattle,(206) 674-6106,Seating 51-150,III, , , , ," 
",-1,-1
-122.355627290343307,47.62388167869824,649,351634,0000000,350,Chutneys Queen Anne,Chutney'S Queen Anne,519 1ST AVE N,98109,Seattle,(425) 883-4378,Seating 13-50,III, , , , ," 
",-1,-1
-122.28986234002457,47.675575158838804,650,351635,0000000,350,Ci Mart,Ci Mart,6256 35TH AVE NE,98115,Seattle,(206) 412-8562,Seating 0-12,I, , , , ," 
",-1,-1
-122.288017250505476,47.661499209131208,651,351636,0000000,350,Ciao Amore,Ciao Amore,3626 NE 45TH ST STE 100,98105,Seattle,(206) 524-6989,Seating 51-150,III, , , , ," 
",-1,-1
-122.32684235044934,47.63808274936018,652,351637,0000000,350,Cicchetti,Cicchetti,121 E BOSTON ST,98102,Seattle,(206) 334-3560,Seating 51-150,III, , , , ," 
",-1,-1
-122.360221820382307,47.522531269157149,653,351638,0000000,350,Cigarette Depot,Cigarette Depot,9001 DELRIDGE WAY SW,98106,Seattle,(206) 767-3282,Grocery,I, , , , ," 
",-1,-1
-122.341494339784845,47.609420778865307,654,351641,0000000,350,Cinnamon Works,Cinnamon Works,1536 PIKE PL,98101,Seattle,(206) 583-0085,Seating 0-12,II, , , , ," 
",-1,-1
-122.386813960370858,47.580897108620171,655,351642,0000000,350,Circa,Circa,2605 CALIFORNIA AVE SW,98116,Seattle, ,Seating 13-50,III, , , , ," 
",-1,-1
-122.346015219557955,47.625492319082625,656,351650,0000000,350,Citizen,Citizen,706 Taylor AVE N,98109,Seattle,(206) 251-2888,Seating 0-12,III, , , , ," 
",-1,-1
